employer,job_title,job_year_begin,job_year_end,reason_end,full_name,birthdate,deathdate,birthplace,birthyear,deathyear,nth_job,bachelors_year,masters_year,phd_year,bachelors_age,masters_age,phd_age
University of Texas,Tutor,1913,1917,Promoted to instructor,Goldie Printis Horton Porter,"September 4, 1887","May 11, 1972","Athens, Texas",1887,1972.0,3,1908.0,1910.0,1916.0,21.0,23.0,29.0
University of Texas,Instructor in Pure Mathematics,1917,1926,Promoted to adjunct professor,Goldie Printis Horton Porter,"September 4, 1887","May 11, 1972","Athens, Texas",1887,1972.0,4,1908.0,1910.0,1916.0,21.0,23.0,29.0
University of Texas,Adjunct Professor,1926,1935,Promoted to assistant professor,Goldie Printis Horton Porter,"September 4, 1887","May 11, 1972","Athens, Texas",1887,1972.0,5,1908.0,1910.0,1916.0,21.0,23.0,29.0
University of Texas,Assistant Professor,1935,1958,Went on modified service,Goldie Printis Horton Porter,"September 4, 1887","May 11, 1972","Athens, Texas",1887,1972.0,6,1908.0,1910.0,1916.0,21.0,23.0,29.0
University of Texas,Assistant Professor (part-time),1958,1966,Retirement,Goldie Printis Horton Porter,"September 4, 1887","May 11, 1972","Athens, Texas",1887,1972.0,7,1908.0,1910.0,1916.0,21.0,23.0,29.0
University of Colorado,Instructor,1913,1922,Promotion,Claribel Kendall,"January 23, 1889","April 17, 1965","Denver, Colorado",1889,1965.0,1,1912.0,1914.0,1921.0,23.0,25.0,32.0
University of Colorado,Assistant Professor,1922,1928,Promotion,Claribel Kendall,"January 23, 1889","April 17, 1965","Denver, Colorado",1889,1965.0,2,1912.0,1914.0,1921.0,23.0,25.0,32.0
University of Colorado,Associate Professor,1928,1943,Promotion,Claribel Kendall,"January 23, 1889","April 17, 1965","Denver, Colorado",1889,1965.0,3,1912.0,1914.0,1921.0,23.0,25.0,32.0
University of Colorado,Professor,1943,1957,Retirement,Claribel Kendall,"January 23, 1889","April 17, 1965","Denver, Colorado",1889,1965.0,4,1912.0,1914.0,1921.0,23.0,25.0,32.0
University of California,Summer Instructor,1925,1925,End of Summer Term,Claribel Kendall,"January 23, 1889","April 17, 1965","Denver, Colorado",1889,1965.0,5,1912.0,1914.0,1921.0,23.0,25.0,32.0
"High Schools in Lyons, LeMars, and Ames, Iowa",Teacher,1909,1914,,Fay Farnum,"August 24, 1888","March 11, 1977","Spencer, Iowa",1888,1977.0,1,1909.0,1915.0,1926.0,21.0,27.0,38.0
Iowa State College,Instructor,1915,1924,,Fay Farnum,"August 24, 1888","March 11, 1977","Spencer, Iowa",1888,1977.0,2,1909.0,1915.0,1926.0,21.0,27.0,38.0
"Washington Square College, New York University",Instructor,1926,1928,Promoted to Assistant Professor,Fay Farnum,"August 24, 1888","March 11, 1977","Spencer, Iowa",1888,1977.0,3,1909.0,1915.0,1926.0,21.0,27.0,38.0
"Washington Square College, New York University",Assistant Professor,1928,1940,Leave of absence,Fay Farnum,"August 24, 1888","March 11, 1977","Spencer, Iowa",1888,1977.0,4,1909.0,1915.0,1926.0,21.0,27.0,38.0
Iowa State College,Assistant Professor,1943,1949,Retirement,Fay Farnum,"August 24, 1888","March 11, 1977","Spencer, Iowa",1888,1977.0,5,1909.0,1915.0,1926.0,21.0,27.0,38.0
Iowa State College,Assistant Professor,1955,1957,,Fay Farnum,"August 24, 1888","March 11, 1977","Spencer, Iowa",1888,1977.0,6,1909.0,1915.0,1926.0,21.0,27.0,38.0
University of Arizona,Assistant Professor,1957,,,Fay Farnum,"August 24, 1888","March 11, 1977","Spencer, Iowa",1888,1977.0,7,1909.0,1915.0,1926.0,21.0,27.0,38.0
"High School in Gravity, Iowa",Teacher,1916,1917,Moved to another school,Dora McFarland,"April 18, 1895","November 26, 1987","near Aledo, Illinois",1895,1987.0,1,1916.0,1921.0,1936.0,21.0,26.0,41.0
"High School in Aledo, Illinois",Teacher,1917,1919,Moved to another school,Dora McFarland,"April 18, 1895","November 26, 1987","near Aledo, Illinois",1895,1987.0,2,1916.0,1921.0,1936.0,21.0,26.0,41.0
"High School in Sterling, Illinois",Teacher,1919,1920,Moved to University of Oklahoma,Dora McFarland,"April 18, 1895","November 26, 1987","near Aledo, Illinois",1895,1987.0,3,1916.0,1921.0,1936.0,21.0,26.0,41.0
University of Oklahoma,Instructor,1921,1927,Promotion,Dora McFarland,"April 18, 1895","November 26, 1987","near Aledo, Illinois",1895,1987.0,4,1916.0,1921.0,1936.0,21.0,26.0,41.0
University of Oklahoma,Assistant Professor,1927,1939,Promotion,Dora McFarland,"April 18, 1895","November 26, 1987","near Aledo, Illinois",1895,1987.0,5,1916.0,1921.0,1936.0,21.0,26.0,41.0
University of Oklahoma,Associate Professor,1939,1948,Promotion,Dora McFarland,"April 18, 1895","November 26, 1987","near Aledo, Illinois",1895,1987.0,6,1916.0,1921.0,1936.0,21.0,26.0,41.0
University of Oklahoma,Professor,1948,1965,Retirement,Dora McFarland,"April 18, 1895","November 26, 1987","near Aledo, Illinois",1895,1987.0,7,1916.0,1921.0,1936.0,21.0,26.0,41.0
University of Oklahoma,Emeritus Professor,1965,,,Dora McFarland,"April 18, 1895","November 26, 1987","near Aledo, Illinois",1895,1987.0,8,1916.0,1921.0,1936.0,21.0,26.0,41.0
Hunter High School,Assistant Teacher,1925,,,Mina Spiegel Rees,"August 2, 1902","October 25, 1997","Cleveland, Ohio",1902,1997.0,1,1923.0,1925.0,1931.0,21.0,23.0,29.0
Hunter College,Instructor of Mathematics,1925,1932,Promoted to Assistant Professor,Mina Spiegel Rees,"August 2, 1902","October 25, 1997","Cleveland, Ohio",1902,1997.0,2,1923.0,1925.0,1931.0,21.0,23.0,29.0
Hunter College,Assistant Professor,1932,1940,Promoted to Associate Professor,Mina Spiegel Rees,"August 2, 1902","October 25, 1997","Cleveland, Ohio",1902,1997.0,3,1923.0,1925.0,1931.0,21.0,23.0,29.0
Hunter College,Associate Professor,1940,1943,Leave of absence for Applied Mathematics Panel,Mina Spiegel Rees,"August 2, 1902","October 25, 1997","Cleveland, Ohio",1902,1997.0,4,1923.0,1925.0,1931.0,21.0,23.0,29.0
"Applied Mathematics Panel, National Defense Research Committee",Technical Aide and Executive Assistant,1943,1946,Moved to Office of Naval Research,Mina Spiegel Rees,"August 2, 1902","October 25, 1997","Cleveland, Ohio",1902,1997.0,5,1923.0,1925.0,1931.0,21.0,23.0,29.0
Office of Naval Research,Head of Mathematics Branch,1946,1949,Promoted to Director of Mathematical Sciences Division,Mina Spiegel Rees,"August 2, 1902","October 25, 1997","Cleveland, Ohio",1902,1997.0,6,1923.0,1925.0,1931.0,21.0,23.0,29.0
Office of Naval Research,Director of Mathematical Sciences Division,1949,1952,Promoted to Deputy Science Director,Mina Spiegel Rees,"August 2, 1902","October 25, 1997","Cleveland, Ohio",1902,1997.0,7,1923.0,1925.0,1931.0,21.0,23.0,29.0
Office of Naval Research,Deputy Science Director,1952,1953,Returned to Hunter College,Mina Spiegel Rees,"August 2, 1902","October 25, 1997","Cleveland, Ohio",1902,1997.0,8,1923.0,1925.0,1931.0,21.0,23.0,29.0
Hunter College,Professor of Mathematics and Dean of the Faculty,1953,1961,City University of New York founded,Mina Spiegel Rees,"August 2, 1902","October 25, 1997","Cleveland, Ohio",1902,1997.0,9,1923.0,1925.0,1931.0,21.0,23.0,29.0
City University of New York,Professor and Dean of Graduate Studies,1961,1968,Promoted to Provost of Graduate Division,Mina Spiegel Rees,"August 2, 1902","October 25, 1997","Cleveland, Ohio",1902,1997.0,10,1923.0,1925.0,1931.0,21.0,23.0,29.0
City University of New York,Provost of Graduate Division,1968,1969,Promoted to President of the Graduate School,Mina Spiegel Rees,"August 2, 1902","October 25, 1997","Cleveland, Ohio",1902,1997.0,11,1923.0,1925.0,1931.0,21.0,23.0,29.0
City University of New York,President of the Graduate School,1969,1972,Retirement,Mina Spiegel Rees,"August 2, 1902","October 25, 1997","Cleveland, Ohio",1902,1997.0,12,1923.0,1925.0,1931.0,21.0,23.0,29.0
Vassar College,Instructor,1938,1942,Left for Institute for Advanced Study,Elizabeth Audrey Wishard McMillan,"July 7, 1914","January 10, 2008","Jubbulpore, India",1914,2008.0,1,1935.0,1936.0,1938.0,21.0,22.0,24.0
Institute for Advanced Study,Member of the School of Mathematics and Assistant to Hermann Weyl,1942,1943,"Moved to Dahlgren, Virginia",Elizabeth Audrey Wishard McMillan,"July 7, 1914","January 10, 2008","Jubbulpore, India",1914,2008.0,2,1935.0,1936.0,1938.0,21.0,22.0,24.0
US Naval Proving Ground,Associate in Mathematics,1943,1945,End of World War II,Elizabeth Audrey Wishard McMillan,"July 7, 1914","January 10, 2008","Jubbulpore, India",1914,2008.0,3,1935.0,1936.0,1938.0,21.0,22.0,24.0
Georgetown Day School,Instructor,1961,1965,Relocation,Elizabeth Audrey Wishard McMillan,"July 7, 1914","January 10, 2008","Jubbulpore, India",1914,2008.0,4,1935.0,1936.0,1938.0,21.0,22.0,24.0
New York University,Instructor,1967,1967,End of summer course,Elizabeth Audrey Wishard McMillan,"July 7, 1914","January 10, 2008","Jubbulpore, India",1914,2008.0,5,1935.0,1936.0,1938.0,21.0,22.0,24.0
"Summit, New Jersey, Board of Education",Consultant,1966,1976,End of consulting period,Elizabeth Audrey Wishard McMillan,"July 7, 1914","January 10, 2008","Jubbulpore, India",1914,2008.0,6,1935.0,1936.0,1938.0,21.0,22.0,24.0
Public Schools of Los Angeles,Teacher,1923,1924,,May Margaret Beenken,"October 22, 1901","December 21, 1988","Philadelphia, Pennsylvania",1901,1988.0,1,1923.0,1926.0,1928.0,22.0,25.0,27.0
"University of California, Southern Branch",Associate in Mathematics,1924,1925,,May Margaret Beenken,"October 22, 1901","December 21, 1988","Philadelphia, Pennsylvania",1901,1988.0,2,1923.0,1926.0,1928.0,22.0,25.0,27.0
Oshkosh Teachers College,Head of Mathematics Department,1928,1947,Left the state,May Margaret Beenken,"October 22, 1901","December 21, 1988","Philadelphia, Pennsylvania",1901,1988.0,3,1923.0,1926.0,1928.0,22.0,25.0,27.0
UCLA,Lecturer,1945,1945,,May Margaret Beenken,"October 22, 1901","December 21, 1988","Philadelphia, Pennsylvania",1901,1988.0,4,1923.0,1926.0,1928.0,22.0,25.0,27.0
Immaculate Heart College,Associate Professor of Mathematics and Department Chairman,1947,1951,Promoted to Professor,May Margaret Beenken,"October 22, 1901","December 21, 1988","Philadelphia, Pennsylvania",1901,1988.0,5,1923.0,1926.0,1928.0,22.0,25.0,27.0
Immaculate Heart College,Professor,1951,1969,Retired,May Margaret Beenken,"October 22, 1901","December 21, 1988","Philadelphia, Pennsylvania",1901,1988.0,6,1923.0,1926.0,1928.0,22.0,25.0,27.0
Goucher College,Assistant in Physics,1913,1914,Moved to Salem College,Helen Barton,"August 9, 1891","March 19, 1971","Baltimore, Maryland",1891,1971.0,1,1913.0,1922.0,1926.0,22.0,31.0,35.0
Salem College,Head of the Department of Chemistry and Physics,1915,1919,Moved to Wellesley College,Helen Barton,"August 9, 1891","March 19, 1971","Baltimore, Maryland",1891,1971.0,2,1913.0,1922.0,1926.0,22.0,31.0,35.0
Wellesley College,Instructor in Mathematics,1919,1921,Moved to Albion College,Helen Barton,"August 9, 1891","March 19, 1971","Baltimore, Maryland",1891,1971.0,3,1913.0,1922.0,1926.0,22.0,31.0,35.0
Albion College,Associate Professor of Mathematics and Dean of Women,1921,1925,Resumed full-time graduate work,Helen Barton,"August 9, 1891","March 19, 1971","Baltimore, Maryland",1891,1971.0,4,1913.0,1922.0,1926.0,22.0,31.0,35.0
Alabama College,Professor and Head of the Department,1926,1927,Moved to North Carolina College for Women,Helen Barton,"August 9, 1891","March 19, 1971","Baltimore, Maryland",1891,1971.0,5,1913.0,1922.0,1926.0,22.0,31.0,35.0
North Carolina College for Women,Professor and Head of the Department,1927,1960,Retirement,Helen Barton,"August 9, 1891","March 19, 1971","Baltimore, Maryland",1891,1971.0,6,1913.0,1922.0,1926.0,22.0,31.0,35.0
University of Buffalo,Graduate Assistant in Mathematics,1927,1929,Promoted to Instructor,Harriet Frances Montague,"June 9, 1905","March 19, 1997","Buffalo, New York",1905,1997.0,1,1927.0,1929.0,1935.0,22.0,24.0,30.0
University of Buffalo,Instructor,1929,1939,Promoted to Assistant Professor,Harriet Frances Montague,"June 9, 1905","March 19, 1997","Buffalo, New York",1905,1997.0,2,1927.0,1929.0,1935.0,22.0,24.0,30.0
University of Buffalo,Assistant Professor,1939,1944,Promoted to Associate Professor,Harriet Frances Montague,"June 9, 1905","March 19, 1997","Buffalo, New York",1905,1997.0,3,1927.0,1929.0,1935.0,22.0,24.0,30.0
University of Buffalo,Associate Professor,1944,1947,Promoted to Professor,Harriet Frances Montague,"June 9, 1905","March 19, 1997","Buffalo, New York",1905,1997.0,4,1927.0,1929.0,1935.0,22.0,24.0,30.0
University of Buffalo,Professor,1947,1973,Retired,Harriet Frances Montague,"June 9, 1905","March 19, 1997","Buffalo, New York",1905,1997.0,5,1927.0,1929.0,1935.0,22.0,24.0,30.0
University of Buffalo,Professor of Education,1967,1973,Retired,Harriet Frances Montague,"June 9, 1905","March 19, 1997","Buffalo, New York",1905,1997.0,6,1927.0,1929.0,1935.0,22.0,24.0,30.0
"Grade School in Denmark, South Carolina",Teacher,1911,1912,,Ruth Wyckliffe Stokes,"October 12, 1890","August 27, 1968","Greenville, South Carolina",1890,1968.0,1,1911.0,1923.0,1931.0,21.0,33.0,41.0
"High School in Denmark, South Carolina","Teacher of Mathematics, English, and French",1912,1913,,Ruth Wyckliffe Stokes,"October 12, 1890","August 27, 1968","Greenville, South Carolina",1890,1968.0,2,1911.0,1923.0,1931.0,21.0,33.0,41.0
"Ebenezer Graded School in Rock Hill, South Carolina",Principal,1913,1916,,Ruth Wyckliffe Stokes,"October 12, 1890","August 27, 1968","Greenville, South Carolina",1890,1968.0,3,1911.0,1923.0,1931.0,21.0,33.0,41.0
"Synodical College in Fulton, Missouri",Head of Mathematics Department,1916,1917,,Ruth Wyckliffe Stokes,"October 12, 1890","August 27, 1968","Greenville, South Carolina",1890,1968.0,4,1911.0,1923.0,1931.0,21.0,33.0,41.0
"High School in Spartanburg, South Carolina",Teacher of Mathematics and English,1917,1920,,Ruth Wyckliffe Stokes,"October 12, 1890","August 27, 1968","Greenville, South Carolina",1890,1968.0,5,1911.0,1923.0,1931.0,21.0,33.0,41.0
"High School in Greenville, South Carolina",Teacher of Mathematics,1920,1922,,Ruth Wyckliffe Stokes,"October 12, 1890","August 27, 1968","Greenville, South Carolina",1890,1968.0,6,1911.0,1923.0,1931.0,21.0,33.0,41.0
Winthrop College,Assistant Professor,1923,1928,Enrolled at Duke University,Ruth Wyckliffe Stokes,"October 12, 1890","August 27, 1968","Greenville, South Carolina",1890,1968.0,7,1911.0,1923.0,1931.0,21.0,33.0,41.0
Duke University,Instructor,1931,1932,,Ruth Wyckliffe Stokes,"October 12, 1890","August 27, 1968","Greenville, South Carolina",1890,1968.0,8,1911.0,1923.0,1931.0,21.0,33.0,41.0
North Texas State Teachers College,Associate Professor,1932,1935,,Ruth Wyckliffe Stokes,"October 12, 1890","August 27, 1968","Greenville, South Carolina",1890,1968.0,9,1911.0,1923.0,1931.0,21.0,33.0,41.0
Mitchell College,Professor and Head of Department,1935,1936,,Ruth Wyckliffe Stokes,"October 12, 1890","August 27, 1968","Greenville, South Carolina",1890,1968.0,10,1911.0,1923.0,1931.0,21.0,33.0,41.0
Asheville Normal and Teachers College,Summer Instructor,1936,1936,,Ruth Wyckliffe Stokes,"October 12, 1890","August 27, 1968","Greenville, South Carolina",1890,1968.0,11,1911.0,1923.0,1931.0,21.0,33.0,41.0
Winthrop College,"Professor of Astronomy and Mathematics, Department Head",1936,1946,Disputes with administration,Ruth Wyckliffe Stokes,"October 12, 1890","August 27, 1968","Greenville, South Carolina",1890,1968.0,12,1911.0,1923.0,1931.0,21.0,33.0,41.0
Syracuse University,Assistant Professor,1946,1953,,Ruth Wyckliffe Stokes,"October 12, 1890","August 27, 1968","Greenville, South Carolina",1890,1968.0,13,1911.0,1923.0,1931.0,21.0,33.0,41.0
Syracuse University,Associate Professor,1953,1959,Retirement,Ruth Wyckliffe Stokes,"October 12, 1890","August 27, 1968","Greenville, South Carolina",1890,1968.0,14,1911.0,1923.0,1931.0,21.0,33.0,41.0
Longwood College,Associate Professor,1959,1960,,Ruth Wyckliffe Stokes,"October 12, 1890","August 27, 1968","Greenville, South Carolina",1890,1968.0,15,1911.0,1923.0,1931.0,21.0,33.0,41.0
Emma Willard School,Teacher,1908,1909,Left for another position,Euphemia Richardson Worthington,"December 22, 1881","August 30, 1969","Troy, New York",1881,1969.0,1,1904.0,,1908.0,23.0,,27.0
Wellesley College,Instructor,1909,1918,Left to do war work,Euphemia Richardson Worthington,"December 22, 1881","August 30, 1969","Troy, New York",1881,1969.0,2,1904.0,,1908.0,23.0,,27.0
Gallaudet Aircraft Corporation,Assistant to the chief engineer,1918,1919,Unemployed,Euphemia Richardson Worthington,"December 22, 1881","August 30, 1969","Troy, New York",1881,1969.0,3,1904.0,,1908.0,23.0,,27.0
Gallaudet Aircraft Corporation,Assistant to the chief engineer,1920,1922,Appointed instructor at University of California,Euphemia Richardson Worthington,"December 22, 1881","August 30, 1969","Troy, New York",1881,1969.0,4,1904.0,,1908.0,23.0,,27.0
"University of California, Southern Branch",Instructor in mathematics,1922,1925,Promoted to assistant professor,Euphemia Richardson Worthington,"December 22, 1881","August 30, 1969","Troy, New York",1881,1969.0,5,1904.0,,1908.0,23.0,,27.0
"University of California, Los Angeles",Assistant Professor,1925,1949,Retirement,Euphemia Richardson Worthington,"December 22, 1881","August 30, 1969","Troy, New York",1881,1969.0,6,1904.0,,1908.0,23.0,,27.0
Bell Aircraft Company,Stress analyst,1942,1942,Summer position,Euphemia Richardson Worthington,"December 22, 1881","August 30, 1969","Troy, New York",1881,1969.0,7,1904.0,,1908.0,23.0,,27.0
"Pullman, West Virginia",Teacher,1920,1921,Returned to studies,Anna Marie Whelan,"September 6, 1895","June 14, 1966","Baltimore, Maryland",1895,1966.0,1,1918.0,,1923.0,23.0,,28.0
Olivet College,Teacher,1923,1925,Moved to another college,Anna Marie Whelan,"September 6, 1895","June 14, 1966","Baltimore, Maryland",1895,1966.0,2,1918.0,,1923.0,23.0,,28.0
Dominican College of San Rafael,Teacher,1925,1927,Moved to another college,Anna Marie Whelan,"September 6, 1895","June 14, 1966","Baltimore, Maryland",1895,1966.0,3,1918.0,,1923.0,23.0,,28.0
Hunter College,Instructor,1927,1932,Promotion,Anna Marie Whelan,"September 6, 1895","June 14, 1966","Baltimore, Maryland",1895,1966.0,4,1918.0,,1923.0,23.0,,28.0
Hunter College,Assistant Professor,1932,1965,Retirement,Anna Marie Whelan,"September 6, 1895","June 14, 1966","Baltimore, Maryland",1895,1966.0,5,1918.0,,1923.0,23.0,,28.0
University of Chicago,Librarian in charge of the math-physics-astronomy library,1926,Unknown,Unknown,Antoinette Marie Huston (née Killen),"November 23, 1904","July 13, 1993","Chicago, Illinois",1904,1993.0,1,1926.0,1930.0,1934.0,22.0,26.0,30.0
University of Chicago,Assistant Secretary to Gilbert Ames Bliss,1928,1934,Marriage,Antoinette Marie Huston (née Killen),"November 23, 1904","July 13, 1993","Chicago, Illinois",1904,1993.0,2,1926.0,1930.0,1934.0,22.0,26.0,30.0
Rensselaer Polytechnic Institute,Assistant Professor,1955,1967,Promotion,Antoinette Marie Huston (née Killen),"November 23, 1904","July 13, 1993","Chicago, Illinois",1904,1993.0,3,1926.0,1930.0,1934.0,22.0,26.0,30.0
